,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
11,1/7/2018,1.46,9885.05,205.23,1460.83,0,8204.03,5889.7,2314.33,0,organic,2018,Indianapolis
0,3/25/2018,1.75,5518.73,171.22,806.65,3.93,4536.93,2944.89,1592.04,0,organic,2018,Jacksonville
1,3/18/2018,1.6,4077.51,87.69,667.47,3.93,3318.42,2769.35,549.07,0,organic,2018,Jacksonville
2,3/11/2018,1.53,3375.33,92.46,616.99,3.93,2661.95,2561.1,100.85,0,organic,2018,Jacksonville
3,3/4/2018,1.92,6562.68,176.31,1177.74,0,5208.63,2442.22,2766.41,0,organic,2018,Jacksonville
4,2/25/2018,1.73,4988.75,106.24,915.35,0,3967.16,2877.78,1089.38,0,organic,2018,Jacksonville
5,2/18/2018,1.89,5389.68,149.89,1094.56,2.62,4142.61,2283.94,1858.67,0,organic,2018,Jacksonville
6,2/11/2018,1.83,5216.61,165.47,836.48,6.51,4208.15,2420.23,1787.92,0,organic,2018,Jacksonville
7,2/4/2018,1.62,2838.38,57.22,465.58,0,2315.58,2008.9,306.68,0,organic,2018,Jacksonville
8,1/28/2018,2.01,5704.39,160.85,1076.66,6.49,4460.39,1776.66,2683.73,0,organic,2018,Jacksonville
9,1/21/2018,1.77,3510.16,67.15,597.85,6.46,2838.7,2105.56,733.14,0,organic,2018,Jacksonville
10,1/14/2018,1.57,2808.84,44.77,587.12,5.12,2171.83,2171.83,0,0,organic,2018,Jacksonville
11,1/7/2018,1.43,2989.39,43.23,531.48,0,2414.68,2400.05,14.63,0,organic,2018,Jacksonville
0,3/25/2018,1.65,10720.47,1541.02,1842.23,0,7337.22,7283.04,54.18,0,organic,2018,LasVegas
1,3/18/2018,1.66,11198.86,1458.43,2174.4,0,7566.03,7545.71,20.32,0,organic,2018,LasVegas
2,3/11/2018,1.62,13792.54,1966.47,2132.96,0,9693.11,9686.91,6.2,0,organic,2018,LasVegas
3,3/4/2018,1.66,11529.02,1575.2,2190.42,0,7763.4,7763.4,0,0,organic,2018,LasVegas
4,2/25/2018,1.66,10302.5,1407.85,1898.15,0,6996.5,6957.59,38.91,0,organic,2018,LasVegas
5,2/18/2018,1.64,11078.27,1473.68,1915.56,0,7689.03,7665.64,23.39,0,organic,2018,LasVegas
6,2/11/2018,1.7,9399.33,1244.97,1641.29,0,6513.07,6503.74,9.33,0,organic,2018,LasVegas
7,2/4/2018,1.79,9503.13,1479.32,1512.78,0,6511.03,6465.39,45.64,0,organic,2018,LasVegas
8,1/28/2018,1.78,8672.12,1005.73,2110.22,0,5556.17,5538.46,17.71,0,organic,2018,LasVegas
9,1/21/2018,1.91,7491.53,1096.07,1280.31,0,5115.15,5115.15,0,0,organic,2018,LasVegas
10,1/14/2018,1.98,9883.94,1497.55,2199.58,0,6186.81,6180.41,6.4,0,organic,2018,LasVegas
11,1/7/2018,1.73,10293.36,1701.33,2012.1,0,6579.93,6553.06,26.87,0,organic,2018,LasVegas
0,3/25/2018,1.74,91739.92,11197.66,29959.26,0,50583,50420.81,162.19,0,organic,2018,LosAngeles
1,3/18/2018,1.72,93566.16,10829.18,30437.33,0,52299.65,52187.11,112.54,0,organic,2018,LosAngeles
2,3/11/2018,1.39,141932.83,12839.05,36894.48,0,92199.3,92190.53,8.77,0,organic,2018,LosAngeles
3,3/4/2018,1.4,145608.11,14856.48,27596.01,0,103155.62,103108.51,47.11,0,organic,2018,LosAngeles
4,2/25/2018,1.74,90985.4,10382.97,35406.21,0,45196.22,45169.68,26.54,0,organic,2018,LosAngeles
5,2/18/2018,1.88,88854.41,9009.79,35316.2,0,44528.42,44519.43,8.99,0,organic,2018,LosAngeles
6,2/11/2018,1.74,92968.52,11627.06,23735.33,0,57606.13,57577.44,28.69,0,organic,2018,LosAngeles
7,2/4/2018,1.6,100274.88,12267.41,21472.21,0,66535.26,66486.1,49.16,0,organic,2018,LosAngeles
8,1/28/2018,1.73,97026.15,11366.1,25056.37,0,60603.68,60596.54,7.14,0,organic,2018,LosAngeles
9,1/21/2018,1.75,94441.5,9239.41,24527.98,0,60674.11,60647.03,27.08,0,organic,2018,LosAngeles
10,1/14/2018,1.68,106624.63,15769.61,39738.42,0,51116.6,51104.4,12.2,0,organic,2018,LosAngeles
11,1/7/2018,1.8,87517.23,20189.33,24193.04,0,43134.86,43077.03,57.83,0,organic,2018,LosAngeles
0,3/25/2018,1.46,4173.7,8,988.64,0,3177.06,2031.65,1145.41,0,organic,2018,Louisville
1,3/18/2018,1.38,4573.23,0,1367.86,0,3205.37,1470.9,1734.47,0,organic,2018,Louisville
2,3/11/2018,1.35,5905.79,1.3,1528.74,0,4375.75,2099.42,2276.33,0,organic,2018,Louisville
3,3/4/2018,1.43,5076.9,13.39,1011.72,0,4051.79,1959.38,2092.41,0,organic,2018,Louisville
4,2/25/2018,1.59,3673.2,1,1293.28,0,2378.92,1487.59,891.33,0,organic,2018,Louisville
5,2/18/2018,1.59,2064.9,0,1076.45,0,988.45,975.57,12.88,0,organic,2018,Louisville
6,2/11/2018,1.56,2174.66,6,883.15,0,1285.51,1027.05,258.46,0,organic,2018,Louisville
7,2/4/2018,1.48,3001.55,0,950.25,0,2051.3,1736.68,314.62,0,organic,2018,Louisville
8,1/28/2018,1.48,3245.58,1.27,1036.16,0,2208.15,1853.15,355,0,organic,2018,Louisville
9,1/21/2018,1.6,4170.14,1,1008.63,0,3160.51,1596.03,1564.48,0,organic,2018,Louisville
10,1/14/2018,1.54,3737.85,0,1199.91,0,2537.94,1769.94,768,0,organic,2018,Louisville
11,1/7/2018,1.38,4622.45,4,1207.46,0,3410.99,2226.12,1184.87,0,organic,2018,Louisville
0,3/25/2018,1.34,8620.15,111.52,296.6,0,8212.03,8212.03,0,0,organic,2018,MiamiFtLauderdale
1,3/18/2018,1.37,10458.41,351.4,439.42,0,9667.59,9656.48,11.11,0,organic,2018,MiamiFtLauderdale
2,3/11/2018,1.35,7949.82,71.89,283.8,0,7594.13,7573.34,20.79,0,organic,2018,MiamiFtLauderdale
3,3/4/2018,1.56,11549.64,420.45,893.13,0,10236.06,8935.54,1300.52,0,organic,2018,MiamiFtLauderdale
4,2/25/2018,1.6,10821.89,652.89,894.42,0,9274.58,7767.78,1506.8,0,organic,2018,MiamiFtLauderdale
5,2/18/2018,1.52,9673.24,138.51,772.24,0,8762.49,7794.44,968.05,0,organic,2018,MiamiFtLauderdale
6,2/11/2018,1.4,9320.83,139.48,429.95,0,8751.4,8423.13,328.27,0,organic,2018,MiamiFtLauderdale
7,2/4/2018,1.5,9193.3,261.74,589.27,0,8342.29,7622.22,720.07,0,organic,2018,MiamiFtLauderdale
8,1/28/2018,1.43,7883.77,162.09,272.81,0,7448.87,7448.87,0,0,organic,2018,MiamiFtLauderdale
9,1/21/2018,1.46,7557.32,127.92,285.41,0,7143.99,7143.99,0,0,organic,2018,MiamiFtLauderdale
10,1/14/2018,1.44,7957.68,50.65,203.7,0,7703.33,7700,3.33,0,organic,2018,MiamiFtLauderdale
11,1/7/2018,1.47,7496.04,52.94,293.77,0,7149.33,7135.99,13.34,0,organic,2018,MiamiFtLauderdale
0,3/25/2018,1.55,181040.19,3445.85,41893.24,641.59,135059.51,125890.81,9168.7,0,organic,2018,Midsouth
1,3/18/2018,1.52,179316.2,3930.14,48249.33,720.63,126416.1,109789.25,16626.85,0,organic,2018,Midsouth
2,3/11/2018,1.53,185141.54,3659.19,50387.09,836.2,130259.06,119351.93,10907.13,0,organic,2018,Midsouth
3,3/4/2018,1.61,170250.03,4165.25,46035.81,934.06,119114.91,108411.32,10703.59,0,organic,2018,Midsouth
4,2/25/2018,1.61,179220.19,3635.67,46267.02,672.63,128644.87,112039.31,16605.56,0,organic,2018,Midsouth
5,2/18/2018,1.62,167151.11,4053.94,55861.14,750.29,106476.61,104813.94,1662.67,0,organic,2018,Midsouth
6,2/11/2018,1.6,157203.29,2778.55,41083.21,661.32,112680.21,108074.63,4605.58,0,organic,2018,Midsouth
7,2/4/2018,1.69,158995.14,2791.08,40524.45,680.12,114996.2,110559.26,4436.94,0,organic,2018,Midsouth
8,1/28/2018,1.62,162896.45,3033.33,48878.5,911.57,110073.05,101010.31,9062.74,0,organic,2018,Midsouth
9,1/21/2018,1.68,152056.12,3204.14,44350.14,763.49,103738.35,84681.87,19056.48,0,organic,2018,Midsouth
10,1/14/2018,1.48,218369.75,2747.68,51221.04,926.79,163474.24,152552.08,10922.16,0,organic,2018,Midsouth
11,1/7/2018,1.22,283583.37,3107.8,47355.55,861.38,232258.64,223671.12,8587.52,0,organic,2018,Midsouth
0,3/25/2018,1.48,7250.69,43.77,1759.47,0,5447.45,4834.97,612.48,0,organic,2018,Nashville
1,3/18/2018,1.27,10422.05,20.41,2115.89,0,8285.75,4797.98,3487.77,0,organic,2018,Nashville
2,3/11/2018,1.32,10160.96,38.32,2553.36,0,7569.28,5132.05,2437.23,0,organic,2018,Nashville
3,3/4/2018,1.5,10565.18,41.88,2211.37,0,8311.93,6653.26,1658.67,0,organic,2018,Nashville
4,2/25/2018,1.48,10360.85,43.33,2258.33,0,8059.19,3862.2,4196.99,0,organic,2018,Nashville
5,2/18/2018,1.38,5810.43,23.53,2027.68,0,3759.22,3424.33,334.89,0,organic,2018,Nashville
6,2/11/2018,1.36,5194.01,43.62,1629.27,0,3521.12,3117.67,403.45,0,organic,2018,Nashville
7,2/4/2018,1.58,5109.24,54.15,2042.32,0,3012.77,2310.41,702.36,0,organic,2018,Nashville
8,1/28/2018,1.63,6610.16,41.96,2301.94,0,4266.26,2704.59,1561.67,0,organic,2018,Nashville
9,1/21/2018,1.68,8546.3,59.53,2081.22,0,6405.55,2314.95,4090.6,0,organic,2018,Nashville
10,1/14/2018,1.58,7618.85,47.32,2392.03,0,5179.5,3581.76,1597.74,0,organic,2018,Nashville
11,1/7/2018,1.57,7700.96,41.48,2384.27,0,5275.21,3330.37,1944.84,0,organic,2018,Nashville
0,3/25/2018,1.36,8024.7,275.67,94.25,0,7654.78,7288.89,365.89,0,organic,2018,NewOrleansMobile
1,3/18/2018,1.35,6622.76,695.79,129.78,0,5797.19,5755.56,41.63,0,organic,2018,NewOrleansMobile
2,3/11/2018,1.36,7149.27,605.53,123.61,0,6420.13,6237.77,182.36,0,organic,2018,NewOrleansMobile
3,3/4/2018,1.39,7466.34,521.04,142.08,0,6803.22,6275.55,527.67,0,organic,2018,NewOrleansMobile
4,2/25/2018,1.35,7788.21,230.68,237.47,0,7320.06,7169.99,150.07,0,organic,2018,NewOrleansMobile
5,2/18/2018,1.39,9239.49,290.98,188.28,0,8760.23,8156.67,603.56,0,organic,2018,NewOrleansMobile
6,2/11/2018,1.36,7801.52,183.18,130.5,0,7487.84,7163.33,324.51,0,organic,2018,NewOrleansMobile
7,2/4/2018,1.35,8345.08,196.63,121.26,0,8027.19,7856.66,170.53,0,organic,2018,NewOrleansMobile
8,1/28/2018,1.43,8245.33,258.61,212.78,0,7773.94,7341.1,432.84,0,organic,2018,NewOrleansMobile
9,1/21/2018,1.42,5509.3,259.52,123.76,0,5126.02,5035.55,90.47,0,organic,2018,NewOrleansMobile
10,1/14/2018,1.42,7130.97,158.28,101.58,0,6871.11,6847.77,23.34,0,organic,2018,NewOrleansMobile
11,1/7/2018,1.43,6860,122.51,161.19,0,6576.3,6528.88,47.42,0,organic,2018,NewOrleansMobile
0,3/25/2018,1.86,118503.55,12695.3,35094.5,205.59,70508.16,70377.52,130.64,0,organic,2018,NewYork
1,3/18/2018,1.7,189434.04,44234.93,80052.02,53.56,65093.53,64851.08,242.45,0,organic,2018,NewYork
2,3/11/2018,1.92,108114.03,10655.17,33419.62,144.52,63894.72,63842.58,52.14,0,organic,2018,NewYork
3,3/4/2018,1.69,133768.12,20987.96,52637.04,92.18,60050.94,59997.6,53.34,0,organic,2018,NewYork
4,2/25/2018,1.72,112128.84,12369.59,43197.79,217.92,56343.54,56343.54,0,0,organic,2018,NewYork
5,2/18/2018,1.36,495083.69,107369.04,329956.5,956.38,56801.77,55583.56,1218.21,0,organic,2018,NewYork
6,2/11/2018,1.92,79877.83,6604.28,15647.94,863.92,56761.69,55116.51,1645.18,0,organic,2018,NewYork
7,2/4/2018,1.83,93204.08,9300.64,21428.22,814.47,61660.75,61516.19,144.56,0,organic,2018,NewYork
8,1/28/2018,1.75,96380.28,13196.3,24933.01,128.24,58122.73,56090.23,2032.5,0,organic,2018,NewYork
9,1/21/2018,1.91,71760.69,5732.09,13124.59,157.72,52746.29,52130.98,615.31,0,organic,2018,NewYork
10,1/14/2018,1.91,86632.25,7433.43,17885.26,49.43,61264.13,60763.71,500.42,0,organic,2018,NewYork
11,1/7/2018,1.97,82637.97,6158.73,19251.81,47.04,57180.39,57180.39,0,0,organic,2018,NewYork
0,3/25/2018,1.58,374859.68,19823.16,58366.54,201.04,296468.94,265716.88,30752.06,0,organic,2018,Northeast
1,3/18/2018,1.64,419607.75,61608.19,131261.94,53.54,226684.08,195973.16,30710.92,0,organic,2018,Northeast
2,3/11/2018,1.76,288008.65,20619.84,53255.29,151.81,213981.71,185792.45,28189.26,0,organic,2018,Northeast
3,3/4/2018,1.65,313200.35,38734.87,90401.71,108.65,183955.12,168196.82,15758.3,0,organic,2018,Northeast
4,2/25/2018,1.63,303577.39,23250.65,66623.87,199.38,213503.49,193020.88,20482.61,0,organic,2018,Northeast
5,2/18/2018,1.39,793464.77,150620,425616.86,874.9,216353.01,197949.51,18403.5,0,organic,2018,Northeast
6,2/11/2018,1.69,233976.66,10690.15,28304.93,798.88,194182.7,175554.11,18628.59,0,organic,2018,Northeast
7,2/4/2018,1.66,273309.58,16597.29,41306.63,766.14,214639.52,188630.21,26009.31,0,organic,2018,Northeast
8,1/28/2018,1.56,319174.35,23903.56,45738.71,143.8,249388.28,242631.48,6756.8,0,organic,2018,Northeast
9,1/21/2018,1.75,215742.94,11683.16,26922.85,162.73,176974.2,167900.81,9073.39,0,organic,2018,Northeast
10,1/14/2018,1.67,272690.13,14282.25,33534.86,58.59,224814.43,206708.26,18106.17,0,organic,2018,Northeast
11,1/7/2018,1.75,264448.77,11605.47,35898.69,55.76,216888.85,205469.1,11419.75,0,organic,2018,Northeast
0,3/25/2018,1.63,22596.13,9.44,257.67,0,22329.02,22329.02,0,0,organic,2018,NorthernNewEngland
1,3/18/2018,1.62,22375.57,6,243.48,0,22126.09,22126.09,0,0,organic,2018,NorthernNewEngland
2,3/11/2018,1.64,18202.54,3,342.18,0,17857.36,17807.36,50,0,organic,2018,NorthernNewEngland
3,3/4/2018,1.54,14156.63,24,760.55,0,13372.08,13328.75,43.33,0,organic,2018,NorthernNewEngland
4,2/25/2018,1.5,30553.46,12,779.62,0,29761.84,29761.84,0,0,organic,2018,NorthernNewEngland
5,2/18/2018,1.58,29699.89,0,195.2,0,29504.69,29504.69,0,0,organic,2018,NorthernNewEngland
6,2/11/2018,1.39,22495.69,0,176.23,0,22319.46,22319.46,0,0,organic,2018,NorthernNewEngland
7,2/4/2018,1.57,19108.24,5.37,268.37,0,18834.5,18834.5,0,0,organic,2018,NorthernNewEngland
8,1/28/2018,1.29,50288.63,0,383.92,0,49904.71,49904.71,0,0,organic,2018,NorthernNewEngland
9,1/21/2018,1.59,22101.1,4,664.79,0,21432.31,21432.31,0,0,organic,2018,NorthernNewEngland
10,1/14/2018,1.46,22637.04,6,211.84,0,22419.2,22419.2,0,0,organic,2018,NorthernNewEngland
11,1/7/2018,1.75,26188.31,0,551.1,0,25637.21,25633.88,3.33,0,organic,2018,NorthernNewEngland
0,3/25/2018,1.45,11040.51,209.54,1106.74,0,9724.23,8756.67,967.56,0,organic,2018,Orlando
1,3/18/2018,1.58,12161.25,335.39,1385.16,0,10440.7,8351.9,2088.8,0,organic,2018,Orlando
2,3/11/2018,1.38,8686.28,202.25,688.21,0,7795.82,7614.44,181.38,0,organic,2018,Orlando
3,3/4/2018,1.58,10599.98,361.71,1244.48,0,8993.79,7341.04,1652.75,0,organic,2018,Orlando
4,2/25/2018,1.41,10092.35,230.59,806.41,0,9055.35,8597.78,457.57,0,organic,2018,Orlando
5,2/18/2018,1.57,9465.72,281.04,1239.92,0,7944.76,6697.78,1246.98,0,organic,2018,Orlando
6,2/11/2018,1.48,9487.94,228.09,909.96,0,8349.89,7405.55,944.34,0,organic,2018,Orlando
7,2/4/2018,1.36,7764.86,126.5,542.34,0,7096.02,7081.87,14.15,0,organic,2018,Orlando
8,1/28/2018,1.67,8402.79,197.96,1131.65,0,7073.18,5671.11,1402.07,0,organic,2018,Orlando
9,1/21/2018,1.53,6993.97,113.71,598.05,0,6282.21,6278.88,3.33,0,organic,2018,Orlando
10,1/14/2018,1.55,6659.77,86.64,639.81,0,5933.32,5926.66,6.66,0,organic,2018,Orlando
11,1/7/2018,1.56,7074.23,79.68,649.38,0,6345.17,6335.56,9.61,0,organic,2018,Orlando
0,3/25/2018,1.49,37893.5,3464.04,5737.9,9.42,28682.14,28637.44,44.7,0,organic,2018,Philadelphia
1,3/18/2018,1.58,40632.46,6924.19,13914.86,0,19793.41,19760.84,32.57,0,organic,2018,Philadelphia
2,3/11/2018,1.72,29514.08,4358.87,4695.61,0,20459.6,20459.6,0,0,organic,2018,Philadelphia
3,3/4/2018,1.51,33327.68,6525.07,6294.03,5.66,20502.92,20498.48,4.44,0,organic,2018,Philadelphia
4,2/25/2018,1.56,31548.98,4302.81,8227.53,4.2,19014.44,19011.11,3.33,0,organic,2018,Philadelphia
5,2/18/2018,1.37,75418.33,13696.39,42602.91,16.97,19102.06,19085.96,16.1,0,organic,2018,Philadelphia
6,2/11/2018,1.68,20349.55,1481.13,2510.65,13.13,16344.64,16333.54,11.1,0,organic,2018,Philadelphia
7,2/4/2018,1.63,27035.57,2687.03,3164.38,20.63,21163.53,21162.15,1.38,0,organic,2018,Philadelphia
8,1/28/2018,1.61,28257.18,3878.22,3721.44,7.64,20649.88,20602.87,47.01,0,organic,2018,Philadelphia
9,1/21/2018,1.73,23115.66,2121.11,2654.73,3.61,18336.21,18326.57,9.64,0,organic,2018,Philadelphia
10,1/14/2018,1.63,30339.71,2315.82,3563.73,8.4,24451.76,24402.26,49.5,0,organic,2018,Philadelphia
11,1/7/2018,1.69,27971.66,1954.92,3857.27,0,22159.47,22155.03,4.44,0,organic,2018,Philadelphia
0,3/25/2018,1.52,15372.8,2399.71,3164.8,0,9808.29,9789.7,18.59,0,organic,2018,PhoenixTucson
1,3/18/2018,1.54,15639.44,2130.06,3421.21,0,10088.17,10065.03,23.14,0,organic,2018,PhoenixTucson
2,3/11/2018,1.62,17727.19,2335.09,3082.62,0,12309.48,12278.25,31.23,0,organic,2018,PhoenixTucson
3,3/4/2018,1.69,15349.03,2467.3,3004.72,0,9877.01,9871.72,5.29,0,organic,2018,PhoenixTucson
4,2/25/2018,1.6,19089.16,4845.86,3196.8,0,11046.5,11031.95,14.55,0,organic,2018,PhoenixTucson
5,2/18/2018,1.51,18386.3,2832.82,3012.13,0,12541.35,12509.06,32.29,0,organic,2018,PhoenixTucson
6,2/11/2018,1.43,19026.47,2657.19,2889.56,0,13479.72,13442.8,36.92,0,organic,2018,PhoenixTucson
7,2/4/2018,1.62,14456.1,2260.81,2011.22,0,10184.07,10169.69,14.38,0,organic,2018,PhoenixTucson
8,1/28/2018,1.69,13125.79,1802.37,2243.06,0,9080.36,9073.81,6.55,0,organic,2018,PhoenixTucson
9,1/21/2018,1.78,12112.82,2178.78,1901.41,0,8032.63,8031.33,1.3,0,organic,2018,PhoenixTucson
10,1/14/2018,1.77,13514.36,3618.9,2795.53,0,7099.93,7086.72,13.21,0,organic,2018,PhoenixTucson
11,1/7/2018,1.76,16925.62,3822.41,2695.1,0,10408.11,10364.12,43.99,0,organic,2018,PhoenixTucson
0,3/25/2018,1.38,16411.89,956.73,10.91,0,15444.25,15430.91,13.34,0,organic,2018,Pittsburgh
1,3/18/2018,1.36,13856.99,991.86,30.88,0,12834.25,12827.59,6.66,0,organic,2018,Pittsburgh
2,3/11/2018,1.41,14486.33,986.55,19.71,0,13480.07,13476.74,3.33,0,organic,2018,Pittsburgh
3,3/4/2018,1.41,13219.33,1054.97,10.45,0,12153.91,12153.91,0,0,organic,2018,Pittsburgh
4,2/25/2018,1.38,12853.38,880.24,33.16,0,11939.98,11933.31,6.67,0,organic,2018,Pittsburgh
5,2/18/2018,1.36,15123.96,963.42,32.46,0,14128.08,14124.75,3.33,0,organic,2018,Pittsburgh
6,2/11/2018,1.34,14630.14,919.6,20.32,0,13690.22,13683.55,6.67,0,organic,2018,Pittsburgh
7,2/4/2018,1.4,11077.99,1053.22,25.24,0,9999.53,9999.53,0,0,organic,2018,Pittsburgh
8,1/28/2018,1.38,13137.18,1259.41,10.08,0,11867.69,11867.69,0,0,organic,2018,Pittsburgh
9,1/21/2018,1.47,7834.07,1296.15,18.33,0,6519.59,6519.59,0,0,organic,2018,Pittsburgh
10,1/14/2018,1.39,13344.06,1422.34,38.22,0,11883.5,11880.17,3.33,0,organic,2018,Pittsburgh
11,1/7/2018,1.38,13878.44,1016.81,6.6,0,12855.03,12855.03,0,0,organic,2018,Pittsburgh
0,3/25/2018,1.54,74180.36,4775.73,19162.3,0,50242.33,38235.54,12006.79,0,organic,2018,Plains
1,3/18/2018,1.58,69790.75,5124.88,20091.33,14.68,44559.86,32906.16,11653.7,0,organic,2018,Plains
2,3/11/2018,1.55,72624.66,4912.54,19192.2,7.35,48512.57,37059.78,11452.79,0,organic,2018,Plains
3,3/4/2018,1.55,74156.41,4937.37,18295.18,0,50923.86,35751.36,15172.5,0,organic,2018,Plains
4,2/25/2018,1.57,76998.78,5465.58,18240.36,0,53292.84,35159.1,18133.74,0,organic,2018,Plains
5,2/18/2018,1.63,66740.04,4145.56,16561.13,27.13,46006.22,30261.94,15744.28,0,organic,2018,Plains
6,2/11/2018,1.55,74511.33,3686.19,16026.88,0,54798.26,38151.7,16646.56,0,organic,2018,Plains
7,2/4/2018,1.55,62817.64,2624.36,15773.81,4.95,44414.52,32571.57,11842.95,0,organic,2018,Plains
8,1/28/2018,1.64,56920.22,2711.12,14479.56,0,39729.54,27818.91,11910.63,0,organic,2018,Plains
9,1/21/2018,1.69,65835.39,3266.67,17088.92,9.85,45469.95,32422.77,13047.18,0,organic,2018,Plains
10,1/14/2018,1.73,63884.71,4071.65,16536.4,2.44,43274.22,29216.82,14057.4,0,organic,2018,Plains
11,1/7/2018,1.72,61712.85,2216.22,18281.23,17.08,41198.32,30082.97,11112.64,2.71,organic,2018,Plains
0,3/25/2018,1.66,31275.39,1746.29,8110.67,0,21418.43,1712.1,19700.47,5.86,organic,2018,Portland
1,3/18/2018,1.78,26967.79,1433.7,7055.03,3.5,18475.56,1880.56,16587.23,7.77,organic,2018,Portland
2,3/11/2018,1.72,26924.36,1338.53,7520.53,0,18065.3,1900.73,16164.57,0,organic,2018,Portland
3,3/4/2018,1.57,35296.54,1772,6857.18,1.74,26665.62,1752.33,24882.44,30.85,organic,2018,Portland
4,2/25/2018,1.59,28796.94,2777.46,3529.3,0,22490.18,1870.63,20468.87,150.68,organic,2018,Portland
5,2/18/2018,1.8,20608.98,2304.48,4614.12,0,13690.38,3448.31,10232.51,9.56,organic,2018,Portland
6,2/11/2018,1.56,33493.93,2598.21,7330.17,8.57,23556.98,1415.85,22087.81,53.32,organic,2018,Portland
7,2/4/2018,1.46,35123.48,2697.49,4591.06,0,27834.93,1185.52,26586.83,62.58,organic,2018,Portland
8,1/28/2018,1.8,21678.23,2550.43,2656.25,0,16471.55,1006.14,15459.73,5.68,organic,2018,Portland
9,1/21/2018,1.8,25108.84,3170.73,3086.95,10.07,18841.09,1279.19,17489.16,72.74,organic,2018,Portland
10,1/14/2018,1.82,20964.96,3966.9,4441.29,0,12556.77,1364.14,11187.07,5.56,organic,2018,Portland
11,1/7/2018,1.59,27296.2,3740.22,6593.66,0,16962.32,1579.33,15382.99,0,organic,2018,Portland
0,3/25/2018,2.02,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0,organic,2018,RaleighGreensboro
1,3/18/2018,1.93,14027.44,74.54,5983.12,135.09,7834.69,7330.45,504.24,0,organic,2018,RaleighGreensboro
2,3/11/2018,2.02,13869.87,93.04,6501.92,224.71,7050.2,6823.87,226.33,0,organic,2018,RaleighGreensboro
3,3/4/2018,1.98,15008.91,119.79,6357.72,154.02,8377.38,8147.84,229.54,0,organic,2018,RaleighGreensboro
4,2/25/2018,1.97,14215.62,161.11,5650.36,151.56,8252.59,7736.17,516.42,0,organic,2018,RaleighGreensboro
5,2/18/2018,1.99,14240.92,140.37,5695.17,122.61,8282.77,8197.97,84.8,0,organic,2018,RaleighGreensboro
6,2/11/2018,2.04,11804.91,72.38,4806.1,140.27,6786.16,6660.68,125.48,0,organic,2018,RaleighGreensboro
7,2/4/2018,2.25,14635.63,82.78,5175.05,151.37,9226.43,9000.42,226.01,0,organic,2018,RaleighGreensboro
8,1/28/2018,1.9,13996.05,145.91,6494.37,156.02,7199.75,6924.72,275.03,0,organic,2018,RaleighGreensboro
9,1/21/2018,1.86,14627.48,167.64,5921.25,176.32,8362.27,8026.25,336.02,0,organic,2018,RaleighGreensboro
10,1/14/2018,1.53,23359.01,119.42,6900.26,219.92,16119.41,15798.76,320.65,0,organic,2018,RaleighGreensboro
11,1/7/2018,1.02,48277.42,123.72,6416.92,209.38,41527.4,41246.49,280.91,0,organic,2018,RaleighGreensboro
0,3/25/2018,1.42,17340.49,295.16,3478.97,81.25,13485.11,12149.49,1335.62,0,organic,2018,RichmondNorfolk
1,3/18/2018,1.32,15940.36,459.28,3325.39,86.58,12069.11,10904.32,1164.79,0,organic,2018,RichmondNorfolk
2,3/11/2018,1.35,16213.23,363.43,3680.52,79.89,12089.39,11655.63,433.76,0,organic,2018,RichmondNorfolk
3,3/4/2018,1.43,14173.27,397.48,3653.91,119.44,10002.44,9479.36,523.08,0,organic,2018,RichmondNorfolk
4,2/25/2018,1.42,18023.03,485.27,3316.06,59.58,14162.12,11982.32,2179.8,0,organic,2018,RichmondNorfolk
5,2/18/2018,1.45,14413.06,468.13,3416.33,60.67,10467.93,10254.64,213.29,0,organic,2018,RichmondNorfolk
6,2/11/2018,1.36,18050.24,365.59,2906.21,44.28,14734.16,13970.51,763.65,0,organic,2018,RichmondNorfolk
7,2/4/2018,1.41,16592.21,352.86,3254.9,50.98,12933.47,12581.65,351.82,0,organic,2018,RichmondNorfolk
8,1/28/2018,1.44,15001.51,422.41,3934.4,93.87,10550.83,9656.85,893.98,0,organic,2018,RichmondNorfolk
9,1/21/2018,1.58,12458.09,521.57,3808.38,90.71,8037.43,6246.99,1790.44,0,organic,2018,RichmondNorfolk
10,1/14/2018,1.33,18253,354.81,3471.49,78.62,14348.08,13243.48,1104.6,0,organic,2018,RichmondNorfolk
11,1/7/2018,1.18,24634.86,563.16,3382.94,112.1,20576.66,19899.04,677.62,0,organic,2018,RichmondNorfolk
0,3/25/2018,1.6,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,organic,2018,Roanoke
1,3/18/2018,1.57,9095.2,110.35,2580.21,0,6404.64,4667.07,1737.57,0,organic,2018,Roanoke
2,3/11/2018,1.54,8380.75,168.6,2237.27,0,5974.88,5479.54,495.34,0,organic,2018,Roanoke
3,3/4/2018,1.78,6103.89,164.06,2155.05,0,3784.78,3393.22,391.56,0,organic,2018,Roanoke
4,2/25/2018,1.56,10168.42,194.34,2044.25,0,7929.83,5548.04,2381.79,0,organic,2018,Roanoke
5,2/18/2018,1.49,7517.03,154.15,2182.81,0,5180.07,5021.41,158.66,0,organic,2018,Roanoke
6,2/11/2018,1.44,8863.94,115.82,1767.7,0,6980.42,5962.17,1018.25,0,organic,2018,Roanoke
